continent,iso_country,iso_region,municipality,iata_code
AS,ID,ID-JI,Banyuwangi,BWX
OC,PG,PG-JI,Banz,BNZ
AS,CN,CN-15,Baotou,BAV
OC,PG,PG-MPL,Bapi,BPD
NA,US,US-ME,Bar Harbor,BHB
NA,CA,CA-ON,Bar River,YEB
NA,CU,CU-14,Baracoa,BCA
NA,DO,DO-04,Barahona,BRX
OC,SB,SB-WE,Barakoma,VEV
SA,GY,GY-BA,Baramita,BMJ
NA,US,US-AK,Baranof,BNF
OC,AU,AU-QLD,Barcaldine,BCI
EU,ES,ES-CT,Barcelona,BCN
SA,VE,VE-B,Barcelona,BLA
SA,BR,BR-AM,Barcelos,BAZ
NA,US,US-KY,Bardstown,BRY
AS,IN,IN-UP,Bareilly,BEK
EU,IT,IT-75,Bari,BRI
SA,VE,VE-E,Barinas,BNS
AS,MY,MY-13,Bario,BBN
AS,BD,BD-1,Barisal,BZL
AS,RU,RU-ALT,Barnaul,BAX
NA,US,US-SC,Barnwell,BNL
SA,VE,VE-K,Barquisimeto,BRM
SA,BR,BR-BA,Barra,BQQ
SA,BR,BR-MA,Barra Do Corda,BDC
SA,BR,BR-MT,Barra Do Garças,BPG
SA,CO,CO-MET,Barranca De Upia,BAC
SA,CO,CO-SAN,Barrancabermeja,EJA
SA,CO,CO-CUN,Barranco Minas,NBB
SA,CO,CO-ATL,Barranquilla,BAQ
NA,US,US-VT,Barre/Montpelier,MPV
SA,BR,BR-BA,Barreiras,BRA
SA,BR,BR-SP,Barretos,BAT
NA,CA,CA-ON,Barrie-Orillia,YLK
EU,GB,GB-ENG,Barrow-in-Furness,BWF
NA,US,US-AK,Barter Island Lrrs,BTI
SA,GY,GY-CU,Bartica,GFO
NA,US,US-OK,Bartlesville,BVO
NA,US,US-FL,Bartow,BOW
EU,LT,LT-SA,Barysiai,HLJ
OC,AU,AU-QLD,Basalt,NMP
AF,CD,CD-EQ,Basankusu,BSU
AS,PH,PH-CAG,Basco,BSO
AF,CD,CD-KW,Basongo,BAN
AS,IQ,IQ-BA,Basrah,BSR
NA,GP,GP-U-A,Basse Terre,BBR
NA,KN,KN-U-A,Basseterre,SKB
EU,FR,FR-H,Bastia/Poretta,BIA
AS,RU,RU-SA,Batagay,BQJ
EU,RU,RU-SA,Batagay-Alyta,SUK
EU,RS,RS-07,Batajnica,BJY
AS,ID,ID-RI,Batam Island,BTH
AF,CF,CF-AC,Batangafo,BTG
OC,AU,AU-QLD,Batavia Downs,BVW
NA,US,US-AR,Batesville,BVX
NA,US,US-IN,Batesville,HLB
OC,AU,AU-NSW,Bathurst,BHS
NA,CA,CA-NB,Bathurst,ZBF
AS,TR,TR-72,Batman,BAL
AF,DZ,DZ-05,Batna,BLJ
AS,ID,ID-PA,Batom-Papua Island,BXM
NA,US,US-LA,Baton Rouge,BTR
AF,CM,CM-ES,Batouri,OUR
EU,NO,NO-20,Båtsfjord,BJF
AS,KH,KH-2,Battambang,BBM
AS,LK,LK-5,Batticaloa,BTC
AS,LK,LK-5,Batticaloa,PQD
NA,US,US-MI,Battle Creek,BTL
NA,US,US-NV,Battle Mountain,BAM
AS,ID,ID-KS,Batu Licin-Borneo Island,BTW
AS,GE,GE-AJ,Batumi,BUS
OC,SB,SB-WE,Batuna Mission Station,BPF
AS,ID,ID-SG,Bau Bau-Butung Island,BUW
AS,TL,TL-BA,Baucau,BCH
AF,NG,NG-BA,Bauchi,BCU
NA,US,US-MN,Baudette,BDE
SA,BO,BO-B,Baures,BVL
SA,BR,BR-SP,Bauru,BAU
SA,BR,BR-SP,Bauru,JTC
AS,CN,CN-15,Bavannur,RLK
NA,US,US-TX,Bay City,BBC
NA,CU,CU-12,Bayamo,BYM
AS,CN,CN-15,Bayanhot,AXF
AS,MN,MN-069,Bayankhongor,BYN
EU,DE,DE-BY,Bayreuth,BYU
NA,US,US-TX,Baytown,HPY
AF,MZ,MZ-I,Bazaruto Island,BZB
AF,MZ,MZ-I,Bazaruto Island,IBL
OC,AU,AU-WA,Beagle Bay,BEE
NA,US,US-IA,Beaman,HOP
NA,US,US-AK,Bear Creek,BCC
NA,CA,CA-ON,Bearskin Lake,XBE
NA,US,US-NE,Beatrice,BIE
NA,US,US-NV,Beatty,BTY
NA,US,US-SC,Beaufort,BFT
NA,US,US-TX,Beaumont,BMT
NA,US,US-TX,Beaumont/Port Arthur,BPT
EU,FR,FR-S,Beauvais/Tillé,BVA
NA,US,US-AK,Beaver,WBQ
NA,CA,CA-YT,Beaver Creek,YXQ
NA,US,US-PA,Beaver Falls,BFP
AF,DZ,DZ-08,Béchar,CBH
NA,US,US-WV,Beckley,BKW
NA,US,US-CA,Beckwourth,NVN
NA,US,US-MA,Bedford,BED
NA,US,US-IN,Bedford,BFR
NA,CA,CA-BC,Bedwell Harbour,YBW
AS,IL,IL-D,Beersheba,BEV
AS,IL,IL-D,Beersheba,MIP
AS,IL,IL-D,Beersheba,VTM
AF,MG,MG-M,Befandriana,WBD
AF,ET,ET-BE,Beica,BEI
AS,TW,TW-X-LK,Beigan Island,MFK
AS,CN,CN-45,Beihai,BHY
AS,CN,CN-11,Beijing,NAY
AS,CN,CN-11,Beijing,PEK
AF,MZ,MZ-S,Beira,BEW
AS,LB,LB-JL,Beirut,BEY
EU,PT,PT-02,Beja,BYJ
AF,DZ,DZ-06,Béjaïa,BJA
AF,MG,MG-U,Bekily,OVA
AS,MY,MY-13,Belaga,BLG
SA,BR,BR-PA,Belém,BEL
EU,GB,GB-NIR,Belfast,BFS
EU,GB,GB-NIR,Belfast,BHD
AF,ZA,ZA-MP,Belfast,GSS
EU,FR,FR-I,Belfort,BOR
AS,IN,IN-KA,Belgaum,IXG
EU,RU,RU-BEL,Belgorod,EGO
EU,RS,RS-00,Belgrade,BEG
AF,LR,LR-LO,Beliyela,BYL
NA,BZ,BZ-BZ,Belize City,BZE
NA,BZ,BZ-BZ,Belize City,TZA
NA,US,US-AK,Bell Island,KBE
NA,CA,CA-BC,Bella Bella,YSX
NA,CA,CA-BC,Bella Bella,ZEL
NA,CA,CA-BC,Bella Coola,QBC
SA,UY,UY-AR,Bella Union,BUV
NA,US,US-MI,Bellaire,ACB
AS,IN,IN-KA,Bellary,BEP
SA,PE,PE-SAM,Bellavista,BLP
NA,US,US-LA,Belle Chasse,BCS
NA,US,US-IL,Belleville,BLV
NA,US,US-WA,Bellingham,BLI
EU,IT,IT-34,Belluno (BL),BLX
NA,US,US-NJ,Belmar/Farmingdale,BLM
SA,BR,BR-BA,Belmonte,BVM
NA,BZ,BZ-CY,Belmopan,BCV
EU,IE,IE-MO,Belmullet,BLY
SA,BR,BR-MG,Belo Horizonte,CNF
SA,BR,BR-MG,Belo Horizonte,PLU
AF,MG,MG-U,Belo sur Tsiribihina,BMD
EU,RU,RU-BA,Beloretsk,BCX
NA,US,US-MO,Belton,GVW
NA,US,US-AK,Beluga,BVU
EU,GB,GB-ENG,Bembridge,BBP
SA,GY,GY-BA,Bemichi,BCG
NA,US,US-MN,Bemidji,BJI
AF,MG,MG-M,Bemolanga,BZM
AF,MA,MA-CAS,Ben Slimane,GMD
AS,CN,CN-34,Bengbu,BFU
AF,LY,LY-BA,Benghazi,BEN
AS,ID,ID-RI,Bengkalis-Sumatra Island,SEQ
AS,ID,ID-BE,Bengkulu-Sumatra Island,BKS
AF,AO,AO-BGU,Benguela,BUG
AF,MZ,MZ-I,Benguera Island,BCW
AF,CD,CD-NK,Beni,BNC
AF,NG,NG-ED,Benin,BNI
NA,US,US-SC,Bennettsville,BTN
OC,PG,PG-WPD,Bensbach,BSP
NA,US,US-MN,Benson,BBB
EU,GB,GB-ENG,Benson,BEX
SA,BR,BR-RS,Bento Gonçalves,BGV
NA,US,US-MI,Benton Harbor,BEH
AS,LK,LK-1,Bentota,BJT
NA,VC,VC-06,Bequia,BQU
EU,ME,ME-03,Berane,IVG
AF,SO,SO-WO,Berbera,BBO
AF,CF,CF-HS,Berbérati,BBT
EU,UA,UA-23,Berdyansk,ERD
OC,PG,PG-CPM,Bereina Mission,BEA
NA,CA,CA-MB,Berens River,YBV
EU,IT,IT-25,Bergamo,BGY
EU,NO,NO-12,Bergen,BGO
EU,NL,NL-NB,Bergen Op Zoom,WOE
EU,FR,FR-B,Bergerac/Roumanière,EGC
EU,GB,GB-ENG,Berkshire,EWY
EU,NO,NO-20,Berlevåg,BVG
EU,DE,DE-BR,Berlin,BER
NA,US,US-NH,Berlin,BML
EU,DE,DE-BR,Berlin,SXF
EU,DE,DE-BE,Berlin,THF
EU,DE,DE-BE,Berlin,TXL
SA,BO,BO-T,Bermejo,BJO
EU,CH,CH-BE,Bern,BRN
AF,MG,MG-U,Beroroha,WBO
AF,CM,CM-ES,Bertoua,BTA
OC,KI,KI-G,Beru,BEZ
AF,MG,MG-M,Besakoa,BSV
EU,RU,RU-SE,Beslan,OGZ
NA,US,US-AK,Bethel,BET
NA,US,US-AK,Bethel,JBT
NA,US,US-NY,Bethpage,BPA
AF,MG,MG-U,Betioky,BKU
AF,CG,CG-7,Betou,BTB
NA,US,US-AK,Bettles,BTT
NA,US,US-MA,Beverly,BVY
OC,PG,PG-SAN,Bewani,BWP
EU,FR,FR-K,Béziers/Vias,BZR
AS,NP,NP-ME,Bhadrapur,BDP
AS,PK,PK-PB,Bhagatanwala,BHW
AS,NP,NP-LU,Bhairawa,BWA
AS,NP,NP-NA,Bharatpur,BHR
AS,IN,IN-GJ,Bhavnagar,BHU
AS,NP,NP-KO,Bhojpur,BHP
AS,IN,IN-MP,Bhopal,BHO
AS,IN,IN-OR,Bhubaneswar,BBI
AS,IN,IN-GJ,Bhuj,BHJ
AS,PK,PK-NW,Bhurban,BHC
AS,ID,ID-PA,Biak-Supiori Island,BIK
EU,PL,PL-LU,Biała Podlaska,BXP
OC,PG,PG-WBK,"Bialla, Matalilu, Ewase",BAA
OC,PG,PG-WPD,Biangabip,BPK
EU,FR,FR-B,Biarritz/Anglet/Bayonne,BIQ
OC,PG,PG-MPL,Biaru,BRP
OC,AU,AU-NT,Bickerton Island,BCZ
EU,DE,DE-NW,Bielefeld,BFE
NA,CA,CA-BC,Big Bay,YRR
NA,US,US-CA,Big Bear,RBF
OC,AU,AU-WA,Big Bell,BBE
NA,BZ,BZ-SC,Big Creek,BGK
NA,US,US-AK,Big Lake,BGQ
NA,US,US-AK,Big Mountain,BMX
NA,US,US-WY,Big Piney,BPI
NA,US,US-MI,Big Rapids,WBR
NA,US,US-TX,Big Spring,HCA
NA,CA,CA-ON,Big Trout Lake,YTL
OC,MH,MH-ALL,Bigatyelang Island,AIC
AS,CN,CN-52,Bijie,BFJ
AS,IN,IN-RJ,Bikaner,BKB
OC,MH,MH-BIK,Bikini Atoll,BII
OC,SB,SB-ML,Bila,AFT
EU,ES,ES-PV,Bilbao,BIO
EU,IS,IS-4,Bildudalur,BIU
OC,PG,PG-MPM,Biliau,BIJ
NA,US,US-MT,Billings,BIL
EU,DK,DK-83,Billund,BLL
OC,AU,AU-QLD,Biloela,THG
NA,US,US-MS,Biloxi,BIX
AS,ID,ID-NB,Bima-Sumbawa Island,BMU
NA,BS,BS-BI,Bimini,NSB
NA,US,US-NY,Binghamton,BGM
AS,TR,TR-12,Bingöl,BGG
OC,PG,PG-NPP,Biniguni,XBN
AS,MY,MY-13,Bintulu,BTU
AS,ID,ID-PB,Bintuni,NTI
AF,CF,CF-VR,Birao,IRO
AS,NP,NP-KO,Biratnagar,BIR
NA,US,US-AK,Birch Creek,KBC
AF,SC,SC-15,Bird Island,BDI
AS,IR,IR-29,Birjand,XBJ
NA,US,US-AL,Birmingham,BHM
EU,GB,GB-ENG,Birmingham,BHX
NA,US,US-AZ,Bisbee,BSQ
AS,KG,KG-C,Bishkek,FRU
AF,ZA,ZA-EC,Bisho,BIY
NA,US,US-CA,Bishop,BIH
AF,DZ,DZ-07,Biskra,BSK
NA,US,US-ND,Bismarck,BIS
AF,GW,GW-BS,Bissau,OXB
AF,GA,GA-9,Bitam,BMM
EU,DE,DE-RP,Bitburg,BBJ
NA,CA,CA-NL,Black Tickle,YBI
OC,AU,AU-QLD,Blackall,BKQ
EU,GB,GB-ENG,Blackpool,BLK
NA,US,US-VA,Blacksburg,BCB
NA,US,US-VA,Blackstone,BKT
NA,US,US-OK,Blackwell,BWL
AS,RU,RU-AMU,Blagoveschensk,BQS
NA,US,US-WA,Blakely Island,BYW
NA,US,US-UT,Blanding,BDG
AF,MW,MW-BL,Blantyre,BLZ
OC,NZ,NZ-MBH,Blenheim,BHE
NA,CA,CA-NB,Blissville,YYS
NA,US,US-RI,Block Island,BID
AF,ZA,ZA-FS,Bloemfontain,BFN
EU,IS,IS-5,Blönduós,BLO
NA,CA,CA-MB,Bloodvein River,YDV
OC,AU,AU-QLD,Bloomfield,BFC
NA,US,US-IN,Bloomington,BMG
NA,US,US-IL,Bloomington/Normal,BMI
NA,CA,CA-BC,Blubber Bay,XBB
NA,US,US-WV,Bluefield,BLF
NA,NI,NI-AS,Bluefileds,BEF
SA,BR,BR-SC,Blumenau,BNU
NA,US,US-CA,Blythe,BLH
NA,US,US-AR,Blytheville,BYH
NA,US,US-AR,Blytheville,HKA
AF,SL,SL-S,Bo,KBS
SA,BR,BR-RR,Boa Vista,BVB
AS,ID,ID-ST,Boalang-Celebes Island,BJG
OC,PG,PG-MPL,Boana,BNV
OC,PG,PG-NIK,Boang Island,BOV
NA,CA,CA-BC,Bob Quinn Lake,YBO
AF,BF,BF-HOU,Bobo Dioulasso,BOY
NA,PA,PA-5,Boca de Sábalo,SAX
SA,BR,BR-AM,Boca do Acre,BCR
NA,US,US-FL,Boca Raton,BCT
AS,RU,RU-IRK,Bodaybo,ODO
OC,PG,PG-CPM,Bodinumu,BNM
EU,NO,NO-18,Bodø,BOO
AS,TR,TR-48,Bodrum,BJV
AF,CD,CD-EQ,Boende,BNB
NA,US,US-LA,Bogalusa,BXA
AF,BF,BF-GNA,Bogande,XBG
AF,MR,MR-05,Boghe,BGH
EU,RU,RU-KHA,Bogorodskoye,BQG
SA,CO,CO-CUN,Bogota,BOG
SA,CO,CO-CUN,Bogota,PRM
NA,US,US-ID,Boise,BOI
AS,IR,IR-31,Bojnord,BJB
AF,GN,GN-B,Boké,BKJ
AS,ID,ID-PA,Bokondini,BUI
AF,TD,TD-CB,Bokoro,BKR
AS,MM,MM-05,Bokpyinn,VBP
OC,PG,PG-NSB,Boku,BOQ
AF,TD,TD-LC,Bol,OTC
AS,CN,CN-65,Bole,BPL
SA,VE,VE-F,Bolivar,EOR
EU,IT,IT-45,Bologna,BLQ
OC,PG,PG-WPD,Bolovip,BVP
OC,AU,AU-QLD,Bolwarra,BCK
EU,IT,IT-32,Bolzano,BZO
SA,BR,BR-BA,Bom Jesus Da Lapa,LAZ
AF,CD,CD-BC,Boma,BOA
OC,PG,PG-CPK,Bomai,BMH
NA,NI,NI-AN,Bonanza,BZA
NA,CA,CA-QC,Bonaventure,YVB
AF,CI,CI-08,Bondoukou,BDK
AF,GA,GA-8,Bongo,BGP
AF,TD,TD-MK,Bongor,OGR
AS,KR,KR-47,"Bongsan-ri, Uljin",UJN
SA,BR,BR-MS,Bonito,BYO
EU,DE,DE-NW,Bonn,BNJ
NA,CA,CA-AB,Bonnyville,YBY
AS,ID,ID-KI,Bontang-Borneo Island,BXT
AF,SL,SL-S,Bonthe,BTE
NA,US,US-IA,Boone,BNW
AF,GA,GA-6,Booue,BGB
AF,SO,SO-WO,Borama,BXX
SA,BR,BR-AM,Borba,RBB
EU,FR,FR-B,Bordeaux/Mérignac,BOD
NA,CA,CA-ON,Borden,YBN
AF,DZ,DZ-01,Bordj Badji Mokhtar,BMW
EU,IS,IS-7,Borgarfjörður eystri,BGJ
NA,US,US-TX,Borger,BGD
EU,DE,DE-NI,Borkum,BMK
NA,US,US-CA,Borrego Springs,BXS
AF,SO,SO-BR,Bosaso,BSA
AF,CF,CF-AC,Bossangoa,BSN
AF,CF,CF-MP,Bossembélé,BEM
OC,PG,PG-WPD,Bosset,BOT
NA,US,US-LA,Bossier City,BAD
AS,AF,AF-HEL,Bost,BST
NA,US,US-MA,Boston,BOS
NA,US,US-AK,Boswell Bay,BSW
SA,SR,SR-SI,Botopasi,BTO
SA,BR,BR-SP,Botucatu,QCJ
AF,CF,CF-NM,Bouar,BOP
AF,MA,MA-FIG,Bouarfa,UAR
AF,CF,CF-AC,Bouca,BCF
NA,US,US-CO,Boulder,WBU
NA,US,US-NV,Boulder City,BLD
AF,BF,BF-NAM,Boulsa,XBO
AF,CI,CI-08,Bouna,BQO
NA,US,US-AK,Boundary,BYA
AF,CI,CI-03,Boundiali,BXI
AF,CG,CG-8,Boundji,BOE
NA,US,US-UT,Bountiful,BTF
EU,FR,FR-F,Bourges,BOU
EU,GB,GB-ENG,Bournemouth,BOH
AF,TD,TD-CB,Bousso,OUT
AF,MR,MR-06,Boutilimit,OTL
NA,US,US-KY,Bowling Green,BWG
NA,US,US-ND,Bowman,BWM
NA,US,US-MT,Bozeman,BZN
AF,CF,CF-OP,Bozoum,BOZ
EU,HR,HR-17,Brač Island,BWK
NA,US,US-IL,Bradford,BDF
NA,US,US-PA,Bradford,BFD
NA,US,US-TX,Brady,BBD
EU,PT,PT-03,Braga,BGZ
SA,AR,AR-B,Bragado,QRF
EU,PT,PT-04,Bragança,BGC
SA,BR,BR-SP,Bragança Paulista,BJP
NA,US,US-MN,Brainerd,BRD
AF,LY,LY-SH,Brak,BCQ
NA,CA,CA-MB,Brandon,YBR
NA,US,US-MO,Branson,BKG
NA,US,US-MO,Branson / Hollister,PLK
SA,BR,BR-DF,Brasília,BSB
NA,CR,CR-G,Brasilito,FMG
EU,SK,SK-BL,Bratislava,BTS
AS,RU,RU-IRK,Bratsk,BTK
EU,DE,DE-NI,Braunschweig,BWE
AF,CV,CV-S,Brava Island,BVR
NA,US,US-CA,Brawley,BWC
NA,US,US-TX,Brazoria,BZT
AF,CG,CG-12,Brazzaville,BZV
NA,US,US-TX,Breckenridge,BKD
EU,NL,NL-NB,Breda,GLZ
EU,IS,IS-7,Breiðdalsvík,BXV
EU,DE,DE-HB,Bremen,BRE
EU,DE,DE-HB,Bremerhaven,BRV
NA,US,US-WA,Bremerton,PWT
EU,BY,BY-BR,Brest,BQT
EU,FR,FR-E,Brest/Guipavas,BES
SA,BR,BR-PA,Breves,BVS
NA,US,US-AK,Brevig Mission,KTS
AF,CF,CF-HK,Bria,BIV
NA,US,US-CT,Bridgeport,BDR
NA,BB,BB-01,Bridgetown,BGI
NA,US,US-UT,Brigham City,BMC
EU,GB,GB-ENG,Brighton,ESH
EU,IT,IT-75,Brindisi,BDS
OC,AU,AU-QLD,Brisbane,ACF
OC,AU,AU-QLD,Brisbane,BNE
EU,GB,GB-ENG,Bristol,BRS
EU,GB,GB-ENG,Bristol,FZO
NA,US,US-TN,Bristol/Johnson/Kingsport,TRI
EU,DE,DE-NW,British Armed Forces,WID
NA,US,US-SD,Britton,TTO
EU,GB,GB-ENG,Brize Norton,BZZ
EU,CZ,CZ-JM,Brno,BRQ
NA,US,US-MT,Broadus,BDX
NA,CA,CA-MB,Brochet,YBT
NA,CA,CA-ON,Brockville,XBR
NA,US,US-NE,Broken Bow,BBW
OC,AU,AU-NSW,Broken Hill,BHQ
NA,CA,CA-QC,Bromont,ZBM
EU,NO,NO-18,Brønnøy,BNN
NA,CA,CA-BC,Bronson Creek,YBM
NA,US,US-SD,Brookings,BKX
NA,US,US-OR,Brookings,BOK
OC,AU,AU-WA,Broome,BME
NA,CA,CA-BC,Broughton Island,YGN
NA,US,US-TX,Brownsville,BRO
NA,US,US-TX,Brownwood,BWD
SA,BR,BR-BA,Brumado,BMS
NA,US,US-GA,Brunswick,BQK
NA,US,US-ME,Brunswick,NHZ
NA,US,US-GA,Brunswick,SSI
NA,HN,HN-GD,Brus Laguna,BHG
EU,BE,BE-BRU,Brussels,BRU
EU,BE,BE-WHT,Brussels,CRL
NA,US,US-TX,Bryan,CFD
EU,RU,RU-BRY,Bryansk,BZK
NA,US,US-UT,Bryce Canyon,BCE
OC,FJ,FJ-N,Bua,BVF
OC,KI,KI-G,Buariki,AAK
AF,GW,GW-BL,Bubaque,BQE
SA,CO,CO-SAN,Bucaramanga,BGA
AF,LR,LR-SI,Buchanan,UCN
AF,LR,LR-GB,Buchanan,UCN
EU,RO,RO-B,Bucharest,BBU
EU,RO,RO-B,Bucharest,OTP
NA,US,US-AZ,Buckeye,BXK
NA,US,US-AK,Buckland,BKC
EU,HU,HU-PE,Budapest,BUD
EU,IS,IS-3,Búðardalur,BQD
SA,CO,CO-VAC,Buenaventura,BUN
SA,AR,AR-C,Buenos Aires,AEP
SA,AR,AR-B,Buenos Aires,EZE
NA,US,US-NY,Buffalo,BUF
NA,US,US-WY,Buffalo,BYG
NA,CA,CA-SK,Buffalo Narrows,YVT
EU,RU,RU-TA,Bugulma,UUA
OC,PG,PG-NSB,Buin,UBI
AF,BI,BI-BJ,Bujumbura,BJM
OC,PG,PG-NSB,Buka Island,BUA
OC,PG,PG-NSB,Buka Island,KXR
AS,UZ,UZ-BU,Bukhara,BHK
OC,PG,PG-MPL,Buki,FIN
AF,TZ,TZ-05,Bukoba,BKZ
AF,ZW,ZW-BU,Bulawayo,BUQ
AS,MN,MN-043,Bulgan,HBU
AS,MN,MN-067,Bulgan,UGA
NA,CA,CA-BC,Bull Harbour,YBH
NA,US,US-AZ,Bullhead City,IFP
OC,PG,PG-MPL,Bulolo,BUL
AF,ZA,ZA-FS,Bultfontein,UTE
AF,CD,CD-EQ,Bumbar,BMB
AF,ZW,ZW-MW,Bumi,BZH
OC,AU,AU-QLD,Bundaberg,BDB
OC,PG,PG-MPM,Bundi,BNT
AS,ID,ID-KU,Bunju Island,BYQ
OC,PG,PG-MPL,Bunsil - Umboi Island,BXZ
EU,CH,CH-NW,Buochs,BXO
AS,ID,ID-ST,Buol-Celebes Island,UOL
AS,VN,VN-33,Buon Ma Thuot,BMV
AS,OM,OM-BU,Buraimi,RMB
AF,SO,SO-TO,Burao,BUO
NA,US,US-CA,Burbank,BUR
OC,FJ,FJ-E,Bureta,LEV
EU,BG,BG-02,Burgas,BOJ
EU,ES,ES-CL,Burgos,RGS
NA,US,US-ID,Burley,BYI
NA,US,US-IA,Burlington,BRL
NA,US,US-VT,Burlington,BTV
NA,US,US-WA,Burlington/Mount Vernon,MVW
OC,AU,AU-TAS,Burnie,BWT
NA,US,US-OR,Burns,BNO
NA,CA,CA-BC,Burns Lake,YPZ
OC,NF,NF-U-A,Burnt Pine,NLK
AS,CN,CN-65,Burqin,KJI
AS,TR,TR-16,Bursa,BTZ
AS,TR,TR-16,Bursa,YEI
NA,CA,CA-YT,Burwash,YDB
NA,US,US-NE,Burwell,BUB
AS,KR,KR-26,Busan,PUS
AS,IR,IR-06,Bushehr,BUZ
EU,DE,DE-SH,Büsum,HEI
AF,RW,RW-05,Butare,BTQ
OC,KI,KI-G,Butaritari Atoll,BBG
AF,CD,CD-NK,Butembo,RUE
NA,US,US-PA,Butler,BTP
NA,US,US-MO,Butler,BUM
NA,US,US-MT,Butte,BTM
AS,MY,MY-07,Butterworth,BWH
AS,PH,PH-AGN,Butuan City,BXU
EU,PL,PL-KP,Bydgoszcz,BZG
AS,VN,VN-59,Ca Mau City,CAH
SA,VE,VE-V,Cabimas,CBS
AF,AO,AO-CAB,Cabinda,CAB
SA,BR,BR-RJ,Cabo Frio,BZC
SA,BR,BR-RJ,Cabo Frio,CFB
NA,DO,DO-16,Cabo Rojo,CBJ
SA,BR,BR-SC,Caçador,CFC
SA,BR,BR-MT,Cáceres,CCX
NA,CA,CA-BC,Cache Creek,YZA
SA,BR,BR-RS,Cachoeira Do Sul,QDB
SA,BR,BR-ES,Cachoeiro Do Itapemirim,CDI
SA,BR,BR-RO,Cacoal,OAL
NA,US,US-MI,Cadillac,CAD
EU,FR,FR-P,Caen/Carpiquet,CFR
AF,AO,AO-LNO,Cafunfo,CFF
AS,PH,PH-MSR,Cagayan de Oro City,CGY
EU,IT,IT-88,Cagliari,CAG
EU,IE,IE-KY,Caherciveen,CHE
NA,US,US-IL,Cahokia/St Louis,CPS
EU,FR,FR-N,Cahors/Lalbenque,ZAO
AF,MZ,MZ-S,Caia,CMZ
OC,AU,AU-QLD,Cairns,CNS
AF,EG,EG-C,Cairo,CAI
NA,US,US-IL,Cairo,CIR
SA,PE,PE-CAJ,Cajamarca,CJA
AF,NG,NG-CR,Calabar,CBQ
EU,FR,FR-S,Calais-Dunkerque,XCP
EU,FR,FR-S,Calais-Dunkerque,XLN
EU,FR,FR-O,Calais/Dunkerque,CQF
SA,CL,CL-AN,Calama,CJC
AS,PH,PH-WSA,Calbayog City,CYP
SA,BR,BR-GO,Caldas Novas,CLV
NA,US,US-NJ,Caldwell,CDW
SA,AR,AR-Z,Caleta Olivia,CVI
NA,US,US-CA,Calexico,CXL
NA,CA,CA-AB,Calgary,YYC
SA,CO,CO-VAC,Cali,CLO
AS,IN,IN-KL,Calicut,CCJ
NA,US,US-CA,Calipatria,CLR
NA,US,US-NY,Calverton,CTO
EU,FR,FR-H,Calvi/Sainte-Catherine,CLY
NA,CU,CU-09,Camaguey,CMW
AF,AO,AO-LNO,Camaxilo,CXM
EU,GB,GB-ENG,Cambridge,CBG
NA,US,US-MD,Cambridge,CGE
NA,CA,CA-NU,Cambridge Bay,YCB
NA,US,US-AR,Camden,CDH
NA,US,US-SC,Camden,CDN
SA,BR,BR-PA,Cametá,CMT
SA,BO,BO-S,Camiri,CAM
SA,BR,BR-CE,Camocim,CMC
NA,US,US-WI,Camp Douglas,VOK
AS,AF,AF-HEL,Camp Dwyer,DWR
NA,US,US-NC,Camp Mackall,HFF
NA,US,US-HI,Camp Pohakuloa,BSF
NA,US,US-CA,Camp Roberts/San Miguel,SYL
NA,US,US-MD,Camp Springs,ADW
NA,CA,CA-BC,Campbell River,YBL
NA,CA,CA-BC,Campbell River,YHH
AS,PK,PK-PB,Campbellpore,CWP
EU,GB,GB-SCT,Campbeltown,CAL
NA,MX,MX-CAM,Campeche,CPE
SA,CO,CO-TOL,Campiña,HRR
SA,BR,BR-PB,Campina Grande,CPV
SA,BR,BR-SP,Campinas,CPQ
SA,BR,BR-SP,Campinas,VCP
SA,BR,BR-MS,Campo Grande,CGR
SA,BR,BR-PR,Campo Mourão,CBW
SA,BR,BR-RJ,Campos Dos Goytacazes,CAW
AS,VN,VN-02,Can Tho,VCA
SA,VE,VE-F,Canaima,CAJ
AS,TR,TR-17,Çanakkale,CKZ
SA,BR,BR-MT,Canarana,CQA
NA,CR,CR-G,Cañas,CSC
SA,BR,BR-BA,Canavieiras,CNV
OC,AU,AU-ACT,Canberra,CBR
NA,MX,MX-ROO,Cancún,CUN
AF,SO,SO-BR,Candala,CXN
NA,US,US-AK,Candle,CDL
NA,DM,DM-10,Canefield,DCF
SA,BR,BR-RS,Canela,QCN
AF,AO,AO-MOX,Cangamba,CNZ
EU,FR,FR-U,Cannes,JCA
EU,FR,FR-U,Cannes/Mandelieu,CEQ
OC,AU,AU-QLD,Canobie,CBY
NA,US,US-CO,Cañon City,CNE
NA,VC,VC-06,Canouan,CIW
NA,HT,HT-ND,Cap Haitien,CAP
AF,SN,SN-ZG,Cap Skirring,CSK
AF,AO,AO-MAL,Capanda,KNP
NA,CA,CA-NU,Cape Dorset,YTE
NA,BS,BS-RS,Cape Eleuthera,CEL
OC,AU,AU-QLD,Cape Flattery,CQP
NA,US,US-MO,Cape Girardeau,CGI
OC,PG,PG-WBK,Cape Gloucester,CGC
NA,US,US-AK,Cape Lisburne,LUR
NA,US,US-AK,Cape Newenham,EHM
NA,US,US-AK,Cape Pole,CZP
OC,PG,PG-CPM,Cape Rodney,CPN
